timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1699463191.370258,2,10.0.0.114343710.0.0.550511,10.0.0.11,43437,10.0.0.5,5051,1,0,8,31,415000000,20,100,0,31,3014,1.0,7.46987951807229e-08,97.2258064516129,7.262650602409639e-06,0
1699463191.370258,2,10.0.0.185383010.0.0.150506,10.0.0.18,53830,10.0.0.1,5050,6,0,8,11,172000000,20,100,0,1174260,62668182248,106750.90909090909,0.006827093023255814,5697107477.090909,364.3498967906977,0
1699463191.370258,2,10.0.0.184547610.0.0.1505117,10.0.0.18,45476,10.0.0.1,5051,17,0,8,1,109000000,20,100,0,91,137592,91.0,8.34862385321101e-07,137592.0,0.0012623119266055047,0
1699463191.370258,2,10.0.0.54547610.0.0.1150511,10.0.0.5,45476,10.0.0.11,5051,1,0,0,31,413000000,20,100,0,30,2940,0.967741935483871,7.263922518159807e-08,94.83870967741936,7.1186440677966106e-06,0
1699463191.37357,3,10.0.0.18010.0.0.11416626,10.0.0.1,80,10.0.0.11,41662,6,-1,-1,11,217000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.37357,3,10.0.0.18010.0.0.11416766,10.0.0.1,80,10.0.0.11,41676,6,-1,-1,11,208000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.37357,3,10.0.0.1505110.0.0.114343717,10.0.0.1,5051,10.0.0.11,43437,17,-1,-1,11,303000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.37357,3,10.0.0.1505010.0.0.18538306,10.0.0.1,5050,10.0.0.18,53830,6,-1,-1,11,176000000,20,100,0,381332,25167912,34666.545454545456,0.002166659090909091,2287992.0,0.1429995,0
1699463191.37357,3,10.0.0.114166210.0.0.1806,10.0.0.11,41662,10.0.0.1,80,6,-1,-1,11,221000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.37357,3,10.0.0.114167610.0.0.1806,10.0.0.11,41676,10.0.0.1,80,6,-1,-1,11,211000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
